Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,MSFT,MSFT,MSFT,MSFT,MSFT,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-23,54.08442766974419,54.38747939744781,53.124520253618485,53.9625129699707,25194000,36.767955347001276,37.00409209177719,36.183580504575076,36.713096618652344,92522400,82.80000305175781,82.87149810791016,80.5999984741211,82.0009994506836,104504000,99.82314802334825,100.68855615586732,99.08942494401606,100.37813568115234,25874300,147.5844339238035,148.10199891450284,142.3889191437845,143.62310791015625,20098400
2019-01-24,53.867961605014024,54.14115728037731,53.246432806419705,53.942108154296875,29114000,36.758415034412614,36.84666650430049,36.193122296744185,36.42210006713867,101766000,82.05349731445312,82.86299896240234,81.58899688720703,82.74649810791016,81798000,100.51922497216353,100.65091718687117,99.08941353149852,99.89838409423828,23164800,143.96149960674987,145.753058924513,141.85144929205703,145.1459197998047,20955500
2019-01-25,54.45116819521487,54.90549706406526,54.33024820363071,54.813438415527344,23260000,37.08519007898912,37.71727199264311,36.8085088877834,37.6290168762207,134142000,83.5250015258789,84.17400360107422,83.08049774169922,83.52850341796875,98918000,100.87666763624381,101.47869120024069,99.89837755057714,100.81082153320312,31225600,146.78818291919956,149.1271653966697,145.8525899282115,148.31100463867188,22237200
2019-01-28,54.24416441555758,54.408376430470625,53.474839876729064,53.73609161376953,29334000,37.1591291211258,37.28793230561794,36.65108262984457,37.28077697753906,104768400,82.17949676513672,82.25,80.70449829101562,81.89450073242188,96754000,99.95482330753528,100.16177025559415,98.44976438077123,98.84484100341797,29476700,147.35550983886606,148.2612447312759,145.52414480757503,146.77822875976562,15508500
2019-01-29,53.794804400471754,53.978428140663084,53.047378404287095,53.248416900634766,19704000,37.268850186364794,37.7172701564587,36.75841615979378,36.894371032714844,166348800,81.5634994506836,81.61900329589844,79.53600311279297,79.69400024414062,92656000,98.65669055494827,98.74135392052516,96.10749577917993,96.8318099975586,31490500,147.39530996503288,147.40527277510418,142.75716626052758,143.51361083984375,17632100
2019-01-30,53.61168528344578,54.71441489809525,53.57585727722987,54.63827896118164,29452000,38.93849370266774,39.63020208904466,38.2181603651777,39.41553497314453,244439200,81.1500015258789,83.84750366210938,80.98400115966797,83.52149963378906,115676000,98.41214193316105,100.06770324707031,98.13934886768241,100.06770324707031,49471900,145.5340909995918,150.24189856964045,145.0165260394173,149.71438598632812,44613200
2019-01-31,55.347386564691384,56.11521524988086,54.99955080042458,56.02663803100586,40232000,39.62065529186557,40.30997965036435,39.25094765000544,39.69936752319336,162958400,84.64250183105469,86.82050323486328,83.9540023803711,85.9365005493164,218206000,97.64080631612524,98.97654583545942,97.0575927678145,98.2334213256836,55636400,164.82319774958563,170.87466388593916,164.22600619761857,165.9080810546875,77233600
2019-02-01,55.847492656859124,56.45011461843598,55.44740883516976,55.66486740112305,33116000,39.82341740201307,40.30522659226303,39.57773773431321,39.718467712402344,130672400,81.94400024414062,83.65299987792969,81.10050201416016,81.3115005493164,230124000,97.62198297831351,97.92299478336884,96.27683490457214,96.68132019042969,35535700,165.06205807880676,168.30677547601843,164.88290973003913,164.93267822265625,30806500
2019-02-04,55.68427522267019,56.84522484025042,55.60963133049794,56.799442291259766,78408000,39.93073847800575,40.94445112849973,39.899729632280334,40.846656799316406,125982000,81.1500015258789,82.48149871826172,80.67500305175781,81.66549682617188,98582000,96.76596305938854,99.52210473066945,96.67189105919286,99.46566009521484,31315100,164.9227195037694,168.50583844014102,162.85247469466714,168.45606994628906,20036000
2019-02-05,56.212749589752015,57.36424586392377,55.912685760336885,57.3194580078125,82296000,41.23069059267507,41.760206866671254,41.10904633928463,41.545536041259766,144406400,82.16699981689453,83.26300048828125,82.125,82.94049835205078,89062000,99.76668456385265,100.90488557989966,99.67261972834298,100.85785675048828,27325400,168.35652052074934,171.1732469679007,167.89868686044414,170.3571014404297,22557000
2019-02-06,57.190077838324605,57.425452310150845,55.651929943852764,55.87735366821289,48256000,41.65763568434292,41.877077914727295,41.22830136807492,41.559844970703125,112958400,83.5374984741211,83.61299896240234,81.66699981689453,82.01300048828125,78798000,100.65090831745765,100.65090831745765,99.26813300819092,99.73846435546875,20609800,170.39690750760775,171.66095426231777,168.4759683176095,169.69024658203125,13281200
2019-02-07,55.32648626408455,55.334944968920766,54.419324339315466,55.03239440917969,38298000,41.120969988273146,41.48829392910484,40.629617895571144,40.77273178100586,126966800,81.25,81.2770004272461,79.64550018310547,80.71849822998047,92532000,98.94831200836727,99.3245713481541,98.10171414047313,99.0235595703125,29760700,167.41098774748926,168.44611771734756,164.47482893703892,165.5995330810547,17517600
2019-02-08,54.483515745530745,54.99208587687791,54.45167031672024,54.85673141479492,21766000,40.480477618436844,40.88051502481208,40.343936000705995,40.82062911987305,95280000,79.30000305175781,79.42949676513672,78.33799743652344,79.41100311279297,113150000,98.19576386492955,99.50328424654043,98.07348031598465,99.39981079101562,21461100,163.69848981337972,166.58488014474156,163.43971491331934,166.54507446289062,12561400
2019-02-11,54.92490516819287,55.40660333890288,54.738297336364354,54.84379196166992,18498000,40.97394734273682,41.01227520891015,40.542767986153166,40.58588409423828,83973600,80.04900360107422,80.4645004272461,79.30000305175781,79.55000305175781,66346000,99.89837984266113,100.25583627595812,98.74136869458707,99.00475311279297,18914100,167.11240151436337,167.51053428979807,164.3056375868081,165.01229858398438,12811200
2019-02-12,55.28618016427025,56.37348444361386,55.28618016427025,56.110740661621094,35036000,40.746366266945294,40.96195403665914,40.650546637515156,40.935604095458984,89134000,80.19999694824219,81.97000122070312,79.94400024414062,81.90049743652344,97172000,99.84194252110234,100.78260525989297,99.22110884537786,100.54743957519531,25056600,166.07727796751814,167.55033119138346,163.72834787081916,164.26580810546875,16292300
2019-02-13,56.38243851238834,56.870606009244774,56.03211221654268,56.162986755371094,28042000,41.055375165954715,41.31647679814434,40.703245801200055,40.765525817871094,89960800,82.3499984741211,82.81900024414062,81.85549926757812,82.0,71206000,101.12123512478749,101.38461951916827,100.37811076824947,100.47217559814453,18394900,164.6042063566393,165.44026226701942,162.96193740352476,163.30035400390625,14205100
2019-02-14,55.98235297098439,56.536204533380364,55.58873464474973,56.19135284423828,21106000,40.65295317751181,41.02424289927531,40.573903336868185,40.91405487060547,87342800,81.2249984741211,81.8949966430664,80.3030014038086,81.13249969482422,82410000,100.00185946696915,100.92371216406113,99.39043439140377,100.55685424804688,21784700,162.42449401537604,164.09660600894796,161.48890103397727,163.18092346191406,12755200
2019-02-15,56.693947748810004,56.693947748810004,55.57031817739705,55.715126037597656,27826000,41.02183490029453,41.12962877192331,40.66251955810217,40.82301330566406,98507200,81.39299774169922,81.44550323486328,80.2249984741211,80.39749908447266,86878000,101.50691218859475,101.87377005584688,100.98954484929735,101.79851531982422,26606900,163.73829779657606,163.92740895925232,160.10542558495243,161.73773193359375,15504400
2019-02-19,55.56633972758992,56.21324460593688,55.56633972758992,56.057491302490234,21980000,40.652954354801764,41.06736384489284,40.60025445951318,40.945194244384766,75891200,80.05000305175781,81.69999694824219,80.02799987792969,81.37899780273438,73634000,101.39402326610434,102.21240231777207,101.38461463056255,101.75147247314453,18038500,159.74710523487713,163.37997725411918,159.5779045159722,161.52870178222656,14345400
2019-02-20,56.17543023019896,56.27744342918969,55.32300687639954,55.762901306152344,24090000,41.00747866611334,41.517707818195674,40.95957066639744,41.20869445800781,104457600,81.5,81.74649810791016,80.50599670410156,81.1050033569336,66752000,101.89319514394548,101.96877128095086,100.41004769006621,101.22247314453125,21607700,161.48888096454772,162.9519863706979,160.49357199096036,161.79742431640625,11770700
2019-02-21,55.672829879116854,55.691243127940275,54.637777502472005,54.94779586791992,33272000,41.15359339271642,41.29013135127921,40.794277973667924,40.9763298034668,68998800,80.99250030517578,81.1780014038086,80.04550170898438,80.97200012207031,69668000,100.98628843332557,103.4235644422162,100.9579491879048,103.35743713378906,29063200,161.170409885105,161.47896849133716,158.84139002488314,159.28927612304688,15607800
2019-02-22,55.22099240381193,55.59669482011608,54.76318208264405,55.56235885620117,29436000,41.100899072957226,41.4410506104486,41.052991074957,41.43386459350586,75652800,81.17500305175781,81.74700164794922,81.05850219726562,81.5780029296875,61924000,103.9620498906475,105.04842626070558,103.7447702922335,104.8311538696289,27763200,159.82673226519643,161.64814968555814,159.55799456390736,161.13058471679688,15858500
2019-02-25,55.82957882079961,56.00225332392317,55.44044045350796,55.60067367553711,26208000,41.71892491494741,42.12854252874818,41.66861913782732,41.73569107055664,87493600,82.07250213623047,82.7300033569336,81.51950073242188,81.6500015258789,63690000,105.57744832103522,105.97421222698704,105.10510827852009,105.4168472290039,23750600,162.30507648831508,165.29100405068314,162.13586056170018,163.84779357910156,18737100
2019-02-26,55.453378605458866,56.054007397676045,55.07170422466459,55.833560943603516,35026000,41.61111626288059,41.99198967210509,41.481760684749126,41.7596321105957,68280800,81.29900360107422,81.99949645996094,80.80650329589844,81.81999969482422,53316000,105.10510992346784,106.97557248499265,105.02008496666916,106.14425659179688,21536700,163.56909857528655,165.46019503225543,163.0316383281301,163.36009216308594,13784100
2019-02-27,55.43546606841291,56.018676302199374,55.164263590544046,55.87735366821289,22092000,41.49135645059792,41.92013796783325,41.3763728690382,41.88899612426758,111341600,81.40899658203125,82.09049987792969,80.75499725341797,82.05449676513672,62976000,105.51131743727996,106.14425134309728,104.74612169327851,105.96475982666016,21487100,162.13585408558868,163.1610212927436,159.65754402762937,162.04627990722656,12697500
2019-02-28,55.683780157079084,56.4297141687437,55.65442146515991,56.05948257446289,27422000,41.75725524812944,41.8985851393733,41.42189190949821,41.476985931396484,112861600,81.76249694824219,82.5885009765625,81.69149780273438,81.99150085449219,60518000,105.84196835111521,106.63549624368551,105.54911980133396,105.83251953125,29083900,161.60832471047328,162.73302879076954,160.10541352053545,160.69264221191406,11114200
2019-03-01,56.2809206887878,57.226401118754694,56.2809206887878,57.15275192260742,34086000,41.74766672099411,41.956068525306904,41.4147011961612,41.9129524230957,103544800,82.75650024414062,83.71299743652344,82.55000305175781,83.58650207519531,99498000,106.64493312097035,106.76773893611451,105.4924222759635,106.30484771728516,23501200,161.83728981859582,162.36480250512034,160.93155475787864,161.51878356933594,11097800
2019-03-04,57.45331917935409,57.99871201900657,56.641697336271235,57.39659118652344,35490000,42.08542092127852,42.57888021404128,41.67340558544547,42.123748779296875,109744800,84.25,85.47149658203125,83.71800231933594,84.80850219726562,123348000,106.76774111126231,106.98502070422992,104.67055735559426,106.04978942871094,26608000,163.1311607388662,166.71427969068517,163.0614969969428,166.5848846435547,18894700
2019-03-05,57.524977153952555,58.54460420322581,57.37668785214867,58.181339263916016,40094000,42.14531767259841,42.159689709266736,41.809954311368514,42.04710388183594,78949600,85.14749908447266,85.38999938964844,84.45050048828125,84.62149810791016,73630000,106.04033649728954,106.17259112880612,105.07676600947781,105.52075958251953,19538300,166.5848677377532,171.07372118951184,165.7687222292947,170.4566192626953,28187900
2019-03-06,58.30922567929079,58.457514970812255,57.87579679792525,57.9698486328125,23602000,41.841086791388626,42.03751432892731,41.66622095917077,41.80515670776367,83241600,84.79850006103516,84.88749694824219,83.41400146484375,83.44750213623047,79920000,105.68134208692663,106.42764006630503,105.26568062820054,105.56797790527344,17687000,172.0889298122832,172.7558002449548,170.46658637731895,171.7007598876953,21531700
2019-03-07,57.74890577884825,57.90217234471172,56.8138734237904,57.268699645996094,30086000,41.64945892331231,41.786000576862335,41.2063053035977,41.321285247802734,99185600,83.36849975585938,83.48750305175781,81.02549743652344,81.29750061035156,99140000,105.23736254315226,105.37906599687508,103.792003171321,104.28323364257812,25339000,170.6955172019317,170.93439686249698,166.82376526180786,168.33663940429688,18306500
2019-03-08,56.425232836085556,57.39808259449472,56.24111173864962,57.224910736083984,23694000,40.79908119177214,41.45782630950687,40.60265362037729,41.419498443603516,95997600,80.20050048828125,81.13600158691406,79.32849884033203,81.04000091552734,93340000,103.12125952667077,104.58550902147138,102.78117419207574,104.39657592773438,22818400,165.42038302790067,168.82433860822377,165.19146616843682,168.804443359375,13184800
2019-03-11,57.32592814197028,58.71478830408908,57.304530806999445,58.68244552612305,30032000,42.037521324569596,42.90706238931015,42.00398535589016,42.85436248779297,128044000,81.30599975585938,83.614501953125,81.30049896240234,83.53099822998047,77528000,104.85001919860014,106.70159092210298,104.84057758896145,106.5882339477539,26491600,170.79506661521688,173.4823984464158,170.77515617858498,171.2628631591797,18884000
2019-03-12,58.83372258184015,59.99865105075366,58.83372258184015,59.57766342163086,42220000,43.11785274066941,43.75743378437187,42.96693908643046,43.335838317871094,129870400,83.44999694824219,84.2135009765625,83.04900360107422,83.65499877929688,72290000,106.578817185128,107.68409126146429,106.4182232849433,107.33456420898438,26132700,171.2827261020489,172.98471121354194,170.41681211205287,171.113525390625,12155300
2019-03-13,60.00959600396819,60.06881073231713,59.61050308584033,59.667728424072266,25888000,43.6568253981783,43.90834693397059,43.33823194019415,43.52747344970703,124130000,84.1500015258789,85.0,83.96749877929688,84.54049682617188,71040000,107.81634404213477,108.6382183757932,107.48570742767598,108.16587829589844,35513800,171.51168494874824,173.21365513934023,171.31261096325505,172.55674743652344,11973300
2019-03-14,59.665741881149366,59.94839094963808,59.278095530788164,59.3427848815918,27302000,44.05207451978656,44.099986172540426,43.73108691515278,44.0113525390625,94318000,84.55999755859375,85.0999984741211,84.21700286865234,84.31099700927734,58932000,108.2036553309959,108.82714042504936,108.00527338255448,108.25088500976562,30763400,168.96366949681055,170.34714855591167,167.37118402889064,169.3717498779297,18037400
2019-03-15,59.61498555861463,59.80009755760555,59.06809687690819,59.231815338134766,51886000,44.27965587142425,44.873723243629456,44.013762209425046,44.5838737487793,156171600,85.1500015258789,85.94000244140625,84.65650177001953,85.61799621582031,151018000,108.95938924306255,110.76373152746648,108.25087923329198,109.49786376953125,54681100,166.3758733963894,166.79390139742011,161.74767695249813,165.20140075683594,37135400
2019-03-18,59.20146142157516,59.4632104995566,58.79291509003676,59.14473342895508,24442000,44.50720669034818,45.127623807917495,44.50480891478156,45.03899383544922,104879200,85.63500213623047,87.5,85.63150024414062,87.10749816894531,108582000,109.74349398458538,111.10383574026339,109.63013697650405,111.06604766845703,31207600,162.802718965027,163.1311576076952,158.5328343637987,159.71725463867188,37524200
2019-03-19,59.30247809378082,59.88420010085999,59.19001679989932,59.8369255065918,29788000,45.11804668584386,45.27135447137798,44.53595373184279,44.68207550048828,126585600,87.67549896240234,89.20800018310547,87.67549896240234,88.09249877929688,127284000,111.55724819655673,111.88789193413871,110.51810172692485,111.14159393310547,37588700,160.72251390758814,163.05154881186098,160.06562142469215,160.81210327148438,25611500
2019-03-20,59.78417598535212,61.20687474796459,59.694106721888026,61.029720306396484,41508000,44.61021907420678,45.39113382030039,44.25090354960564,45.072540283203125,124140800,88.49700164794922,89.9749984741211,88.35150146484375,89.8635025024414,125312000,110.89597015060966,112.18073535952452,110.25358754615222,111.0187759399414,28113300,160.7424052385311,165.34072800835764,160.4836303631279,164.66392517089844,20211500
2019-03-21,60.709747248568604,61.52783457665809,60.539559480419676,61.51240921020508,28150000,45.51807879023726,47.02959841754158,45.46777302277407,46.73256301879883,204136800,89.81300354003906,91.1875,89.36399841308594,90.96299743652344,115356000,110.6598114440692,114.13623403248229,110.61257456249179,113.56942749023438,29854400,164.11652875212837,165.6094925100241,162.98187690361615,165.3009490966797,16223000
2019-03-22,61.150149705295796,61.388010933036696,60.01308404564569,60.095191955566406,34422000,46.79245306146932,47.35538206911971,45.70013466420761,45.76481246948242,169630800,90.50849914550781,90.9489974975586,88.15550231933594,88.2385025024414,127260000,112.88925394756791,112.9742716834883,110.56534213704224,110.57479095458984,33624500,164.87294427156255,166.63464560887888,163.32026452499687,163.569091796875,16389200
2019-03-25,59.692615662804336,60.18426461498486,59.216889425899176,59.58413314819336,27576000,45.8750009912773,45.987586794024466,44.69884450164073,45.21146774291992,175381200,87.8895034790039,89.13400268554688,87.375,88.71299743652344,102076000,110.11190815467609,111.48169859926092,109.88518695283817,111.15106201171875,27067100,162.23538837147908,165.7587760132471,161.2400792403657,165.50994873046875,12631200
2019-03-26,59.97277328005129,60.09518911777566,58.80685012594542,59.208927154541016,30752000,45.91093424315701,46.203177772062595,44.21496485832889,44.744354248046875,199202000,89.6500015258789,90.28849792480469,88.66799926757812,89.18800354003906,97318000,112.05793655000727,112.14295428468584,110.3858490279693,111.38721466064453,26097700,166.56499395921668,168.6551340823663,165.56968479946568,166.8934326171875,15437900
2019-03-27,59.31242933340981,59.31242933340981,57.93451470016838,58.6202392578125,29428000,45.21385383599008,45.45579155258469,44.68685865475858,45.14678192138672,119393600,89.20649719238281,89.375,87.28399658203125,88.28500366210938,86496000,111.35888291915896,111.67062906883459,109.12943740015118,110.31028747558594,22733400,167.06262649761533,168.14750969367842,164.01696811334892,165.09190368652344,10620300
2019-03-28,58.49533672692745,58.58241810413766,57.89470795245112,58.33460235595703,22402000,45.261759039422934,45.40788077049232,44.921607591964424,45.2066650390625,83121600,88.5,88.89649963378906,87.67350006103516,88.6709976196289,60860000,110.94322223184933,111.0754768561273,109.70568652276783,110.46143341064453,18334800,163.79802358925264,165.93793204948196,162.56383485509318,164.77342224121094,10443000
2019-03-29,58.72822119188152,58.916822212716546,58.04150572903916,58.56450653076172,30890000,45.47257581418501,45.53246173234279,45.16356242960888,45.501319885253906,94256000,89.3290023803711,89.64299774169922,88.83149719238281,89.0374984741211,66416000,111.53837130047324,111.77454130891901,110.48977588638711,111.41556549072266,25399800,165.60948527870397,166.4057356189227,164.03689503325526,165.9080810546875,13455500
2019-04-01,59.094472785855174,59.724460284391434,59.03575540123112,59.663753509521484,27706000,45.906141613557615,45.91572175059921,45.12523068699291,45.810325622558594,111448000,90.00550079345703,90.78350067138672,89.9365005493164,90.70950317382812,84776000,112.36969421496568,112.52084648941533,111.56671757712907,112.43582153320312,22789100,167.04274673485327,168.10771969346527,166.49532363126147,167.90866088867188,10381500
2019-04-02,59.71699294078382,60.00362457513509,59.27859058118384,59.99018859863281,18288000,45.77438881230826,46.581653285633685,45.764808675909656,46.476253509521484,91062800,90.5510025024414,91.0,90.25599670410156,90.6989974975586,68962000,112.47361488688493,112.87038602229073,111.96348674765247,112.59642791748047,18142300,169.34187557891093,174.07954103338696,168.75464690369344,173.38282775878906,23946500
2019-04-03,60.346481813888616,60.73960276054902,59.96729798752325,60.25243377685547,22180000,46.29180631270182,47.07032310709396,46.26785048773917,46.79484939575195,93087200,91.33599853515625,91.5,90.48100280761719,91.03500366210938,78522000,113.22935182940513,113.76781917179834,112.55862985606177,113.33326721191406,22860700,173.6814403210659,177.12521653645277,172.1387081575625,172.72593688964844,27391100
2019-04-04,60.27632486830845,60.73712309729177,60.164360917751516,60.6823844909668,21022000,46.66069412962246,47.039173439156556,46.26544866952068,46.876285552978516,76457200,91.03250122070312,91.4375,90.20999908447266,90.94300079345703,72478000,113.45608798633681,113.57890102222711,111.83123692628664,112.75702667236328,20112800,175.19430541992188,177.16501311109815,174.70659851193915,175.19430541992188,17847700
2019-04-05,60.674916915917784,60.72915817147458,60.21362136645517,60.28428268432617,20012000,47.058340465679805,47.214046001998675,46.933776767653775,47.19009017944336,74106400,91.44999694824219,91.92900085449219,91.2594985961914,91.86399841308594,72810000,112.78533521032006,113.57887009190637,112.76644478312468,113.25767517089844,15826200,176.05029903011655,176.1697312761582,174.27864984016952,174.89573669433594,9594100
2019-04-08,60.267362604950094,60.40868523443229,59.94838819700883,60.12653732299805,21750000,47.05115957437345,47.963820223892334,47.03199564527109,47.932682037353516,103526800,91.6614990234375,92.51000213623047,91.25550079345703,92.49299621582031,75056000,113.18211462002344,113.38049656588117,112.07684068995742,113.29547882080078,15116200,174.3881213081322,174.6767542767004,173.4127074149852,174.1094207763672,7297400
2019-04-09,59.80855899762605,60.07030427675848,59.633891300295716,59.848365783691406,19668000,47.98539088647999,48.59143609378865,47.72428550196982,47.788963317871094,143072800,92.27449798583984,92.65450286865234,91.58899688720703,91.79199981689453,74288000,112.06739874835718,112.92706110716364,112.02016906730434,112.68144226074219,17612000,174.79618147569983,178.3494422971531,174.72651773517563,176.7469940185547,19751000
2019-04-10,59.96780324354017,60.159384572082274,59.747356772100325,60.03547668457031,15510000,47.59252055034829,48.08598343518573,47.472748750708625,48.05723571777344,86781200,92.05000305175781,92.4000015258789,91.44049835205078,92.36650085449219,59280000,113.13488683127478,113.69224461123034,112.92705606338053,113.54109954833984,16477200,177.34415176571775,177.95129086812088,175.71184559999284,176.98585510253906,11701500
2019-04-11,60.157386908217944,60.348474659436974,59.94042569628688,60.19172286987305,16998000,48.11233105466792,48.148261130767175,47.53503013103932,47.657196044921875,83603200,92.43499755859375,92.49749755859375,92.0155029296875,92.20349884033203,53096000,113.87172941060862,114.16457790772184,113.2860252090457,113.67334747314453,14209100,177.40387836153258,177.56311625632148,176.16968975685737,176.6772918701172,8071000
2019-04-12,60.49179240180631,60.8615266581311,60.37584967378406,60.845603942871094,24312000,47.71708464760253,47.942256217646225,47.00085161901344,47.63803482055664,111042800,92.41999816894531,92.57499694824219,92.06500244140625,92.15299987792969,62288000,113.96619234472254,114.28738728611536,113.71113192105035,114.25904083251953,19745100,177.1650263113996,178.78738506393435,177.1152578171281,178.25987243652344,12329800
2019-04-15,60.91327734204586,61.17253969342763,60.43904694515252,61.034698486328125,23796000,47.56858319976226,47.87280468904398,47.43204155117449,47.72428512573242,70146400,92.0999984741211,92.34249877929688,90.94499969482422,92.24349975585938,74488000,114.24962311694084,114.85421785471448,113.90008885618447,114.3535385131836,15792600,177.6626820543894,179.6533003407131,176.04032329112766,178.80728149414062,10834800
